#SampleID,read_length_bp,sequences_split_libraries,observations_closed_ref_greengenes,observations_closed_ref_silva,observations_open_ref_greengenes,observations_deblur_90bp
1288.WSBE07Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,150,138523,96475,107508,137403,84248
1288.WSBE22June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,150,14629,11565,12882,14563,9577
1288.WSBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,150,26890,20899,22083,26756,18440
1289.KH54,131,293489,229278,242036,288962,153107
1289.KH46,131,187306,147807,154244,184596,95716
1289.KH31,131,260161,206696,216312,256676,137047
1453.54432SDZ2.A4.Tfran.feces,100,186916,166135,166912,185083,100995
1453.54432SDZ2.A2.Tfran.feces,100,126681,98675,101565,125407,64828
1453.54379SDZ1.G7.Tcris.Mlymph,100,180382,170229,171251,178679,94332
1453.54379SDZ1.G5.Tcris.feces,100,195455,186074,186841,194534,104345
1453.54379SDZ1.G3.Tcris.stom,100,238010,221118,222874,236287,124219
1453.54374SDZ1.F2.Tcris.feces,100,179827,169024,170295,178488,92980
1453.54374SDZ1.E8.Tcris.cecum,100,133604,122722,124046,132384,67554
1453.54374SDZ1.E4.Tcris.stom,100,157853,148063,149060,157113,84266
1453.54374SDZ1.D7.Tcris.feces,100,32561,29666,29735,32143,18257
1453.54323SDZ1.D4.Cguer.stom,100,124948,95121,95046,123631,68078
1453.54323SDZ1.D3.Cguer.stom,100,95776,87611,87960,95842,53438
1453.54323SDZ1.C7.Cguer.feces,100,191811,173759,175955,189564,97219
1453.54323SDZ1.C5.Cguer.feces,100,68357,65961,66080,67799,39706
1453.54323SDZ1.B8.Cguer.mesy,100,26631,24210,24263,26856,14818
1453.54167SDZ1.B1.Tfran.feces,100,104226,89799,90192,102734,53082
1453.54167SDZ1.A1.Tfran.stom,100,103058,84190,84176,101556,52057
1453.48000SDZ3.H8.Cang.colon,100,55044,48450,48728,54335,25893
1453.48000SDZ3.H6.Cang.duod,100,85982,49889,50942,85001,31461
1453.47548SDZ2.C8.Cang.stom,100,101875,46288,47400,100402,37389
1453.46834SDZ4.D2.Pnem.colon,100,132854,100746,99863,131392,64198
1453.46834SDZ4.C2.Pnem.feces,100,48956,36436,36172,48513,23443
1453.46834SDZ4.B7.Pnem.stom,100,101767,73175,69435,100894,46132
1453.46834SDZ4.B3.Pnem.feces,100,91095,66517,65965,90387,44342
1453.46834SDZ4.A5.Pnem.stom,100,76413,54085,52330,75476,34569
1453.46834SDZ4.A3.Pnem.stom,100,117404,89073,81268,116251,51736
1453.45796SDZ4.H8.Pnem.stom,100,51458,46231,46439,51050,27775
1453.45796SDZ4.H1.Pnem.feces,100,38826,36023,35404,38475,20995
1453.45796SDZ4.G4.Pnem.stom,100,100898,92006,92383,100361,53307
1453.45796SDZ4.F5.Pnem.jeju,100,25850,24518,24700,25604,14040
1453.45796SDZ4.F3.Pnem.stom,100,77292,71520,71680,76769,41167
1453.45661SDZ2.G7.Pnem.feces,100,35018,33637,33587,34638,20952
1453.45661SDZ2.G6.Pnem.jeju,100,26917,26275,26195,26838,17240
1453.45661SDZ2.F6.Pnem.stom,100,120511,81880,76944,119329,50305
1453.45661SDZ2.F1.Pnem.stom,100,116724,83133,75797,115699,51024
1453.45661SDZ2.D7.Pnem.stom,100,102265,73470,67749,101647,45423
1453.45661SDZ2.D6.Pnem.ileum,100,37355,35550,35584,37122,22317
1453.45661SDZ2.D2.Pnem.stom,100,179137,130238,124672,177882,82614
1453.45560SDZ2.D5.Pnem.stom,100,185577,138889,143314,183803,92924
1453.45560SDZ2.C2.Pnem.jeju,100,57319,50219,50757,57124,31435
1453.45560SDZ2.B8.Pnem.stom,100,78346,62801,65156,77306,39521
1453.45560SDZ2.B3.Pnem.cecum,100,47120,44734,44871,46833,28119
1453.45300SDZ4.E7.Pnem.feces,100,77250,57273,44225,76629,26811
1453.45300SDZ4.E6.Pnem.feces,100,90888,66543,57377,90176,36596
1453.45300SDZ4.D8.Pnem.stom,100,181519,147038,118753,180212,70552
1453.45300SDZ4.D7.Pnem.stom,100,156538,123899,100734,155591,63151
1453.45300SDZ4.D5.Pnem.stom,100,117098,86129,78149,116340,51327
1453.45300SDZ3.F2.Pnem.Mlymph,100,58005,50660,30760,57636,17754
1453.45300SDZ3.E4.Pnem.stom,100,63309,48553,45086,62812,28520
1453.45187SDZ5.C1.Tfran.stom,100,64863,49600,47855,64602,31793
1453.45187SDZ5.B3.Tfran.stom,100,76187,58079,56976,75293,37939
1453.45187SDZ5.A3.Tfran.stom,100,12973,10823,10778,12737,6991
1453.45187SDZ5.A2.Tfran.stom,100,32356,24096,23550,31974,16205
1453.44923SDZ3.C6.Pnem.stom,100,23023,22178,22310,23062,12678
1453.44923SDZ3.B7.Pnem.stom,100,44531,41330,40438,44319,24251
1453.44923SDZ3.B5.Pnem.stom,100,134563,129618,130886,133699,77075
1453.44923SDZ3.B4.Pnem.stom,100,184445,177334,178564,183645,104883
1453.44923SDZ3.B3.Pnem.stom,100,115986,111742,112675,115700,66369
1453.44923SDZ3.B2.Pnem.stom,100,55590,54227,54359,55447,33892
1453.44923SDZ3.A2.Pnem.stom,100,19113,18479,18554,18929,11285
1453.44899SDZ3.G8.Pnem.cecum,100,161057,139128,139136,158235,80027
1453.44568SDZ5.E4.Pnem.stom,100,74990,65155,66005,74158,38928
1453.44568SDZ5.E1.Pnem.cecum,100,40354,36517,36778,39998,21718
1453.44568SDZ5.D3.Pnem.ileum,100,22580,21288,21448,22396,12848
1453.44568SDZ5.C7.Pnem.jeju,100,20898,18830,18970,20827,11538
1481.PO4.4.T8,151,18787,15277,15501,17137,12643
1481.PO4.7.T8,151,23541,19309,19781,21203,15390
1481.PO5.3.T0,151,12085,10437,10518,11112,8219
1481.PO5.3.T8,151,19845,17401,17528,18456,13423
1481.PO5.5.T0,151,21004,17277,17557,18829,13331
1481.NA.01.T0,151,16619,13572,13714,14845,10358
1481.NA.07.T8,151,16845,14113,14221,15210,10579
1521.Sample82.s.7.1.sequences,90,35150,24450,24486,34931,17238
1521.Sample37.s.7.1.sequences,90,52580,32062,37101,51797,31536
1521.Sample320.s.7.1.sequences,90,118074,106393,106952,115137,71893
1521.Sample319.s.7.1.sequences,90,27604,21859,22145,26076,16426
1521.Sample317.s.7.1.sequences,90,36729,34112,34508,36421,22666
1521.Sample294.s.7.1.sequences,90,26130,19410,19589,24382,15491
1521.Sample21.s.7.1.sequences,90,34735,30273,32636,34411,22031
1521.Sample162.s.7.1.sequences,90,36171,27167,27195,35756,19955
1521.Sample141.s.7.1.sequences,90,24799,13436,13743,24711,18134
1521.Flea10.s.7.1.sequences,90,24457,11446,11451,22231,8634
1521.Aphid43.s.7.1.sequences,90,15944,15722,15734,15878,12721
1521.Aphid42.s.7.1.sequences,90,26645,23884,23906,24966,19646
1521.Aphid40.s.7.1.sequences,90,47440,39895,46193,47176,38031
1521.Aphid31.s.7.1.sequences,90,28981,24412,28319,28784,23509
1521.Aphid27.s.7.1.sequences,90,26372,21863,25408,25926,20822
1521.Am2.1.s.7.1.sequences,90,49861,44223,45051,48762,28363
1521.228.5.s.7.1.sequences,90,39325,26867,29138,38435,22266
1521.228.1.1.s.7.1.sequences,90,33153,22816,24439,32315,16826
1521.226.9.s.7.1.sequences,90,42556,31272,31847,41750,23351
1521.NTP38.s.6.1.sequences,90,97819,79156,81619,95033,47487
1521.NTP26.s.6.1.sequences,90,209808,180789,185391,206816,99530
1521.HI2.s.6.1.sequences,90,136040,102402,106740,129144,61960
1521.SPL.Wint.9.s.8.1.sequences,90,59223,19597,19978,57132,14264
1521.SPL.Sum.9.s.8.1.sequences,90,77709,18346,23823,73253,14557
1521.SPL.Sum.5.s.8.1.sequences,90,86814,37708,42694,82963,27913
1521.SPL.Sum.1.s.8.1.sequences,90,78375,38995,40426,76747,25097
1521.SPL.Sp.29.s.8.1.sequences,90,52566,42593,43823,51627,31013
1521.SPL.Sp.25.s.8.1.sequences,90,59148,44915,49460,58160,34066
1521.SPL.Sp.21.s.8.1.sequences,90,19388,12899,13277,19082,9681
1521.SPL.Fall.9.s.8.1.sequences,90,61412,21679,26365,60428,16956
1521.SPL.Fall.1.s.8.1.sequences,90,54275,16232,23064,51306,11711
1521.MZ.93b.s.8.1.sequences,90,158421,116308,117535,154106,77829
1521.MZ.93a.s.8.1.sequences,90,308124,250278,256244,305292,151819
1521.MZ.90b.s.8.1.sequences,90,122762,106183,108073,119638,75468
1521.MZ.90a.s.8.1.sequences,90,78245,47179,49718,74145,33348
1521.MZ.88b.s.8.1.sequences,90,90986,79890,80481,87873,53600
1521.MZ.88a.s.8.1.sequences,90,171678,139695,143909,166309,98942
1521.MZ.82b.s.8.1.sequences,90,116941,90114,91901,110413,64211
1521.MZ.82a.s.8.1.sequences,90,151177,93872,97248,139301,56138
1521.MZ.81b.s.8.1.sequences,90,175103,131584,134733,155137,97718
1521.MZ.81a.s.8.1.sequences,90,161954,104305,109200,155002,73495
1521.MZ.74b.s.8.1.sequences,90,100745,59892,62122,97713,43926
1521.MZ.74a.s.8.1.sequences,90,278201,125331,147015,274049,72613
1521.MZ.67b.s.8.1.sequences,90,127979,82285,84427,124524,59527
1521.MZ.67a.s.8.1.sequences,90,315032,161207,188900,308686,88847
1521.MZ.62b.s.8.1.sequences,90,247334,198493,203976,237124,122091
1521.MZ.62a.s.8.1.sequences,90,363978,155137,222441,356449,73513
1521.MZ.59b.s.8.1.sequences,90,224039,189558,192637,217448,131792
1521.MZ.59a.s.8.1.sequences,90,287959,223462,235048,281837,153413
1521.MZ.54b.s.8.1.sequences,90,105680,66596,69811,103862,49220
1521.MZ.54a.s.8.1.sequences,90,330030,201997,216768,325444,95226
1521.MZ.52b.s.8.1.sequences,90,161481,131359,136590,156591,98521
1521.MZ.52a.s.8.1.sequences,90,294001,190831,197428,289440,51267
1521.MZ.50b.s.8.1.sequences,90,167526,129319,132845,163863,98571
1521.MZ.50a.s.8.1.sequences,90,198158,94910,99998,192137,55522
1521.MZ.47b.s.8.1.sequences,90,356743,19469,20496,337803,15094
1521.MZ.47a.s.8.1.sequences,90,497732,241146,250299,477910,159363
1521.MZ.41b.s.8.1.sequences,90,298010,168252,172427,287464,116555
1521.MZ.41a.s.8.1.sequences,90,298752,154299,160058,279182,100927
1521.MZ.31b.s.8.1.sequences,90,109003,33775,34135,103043,24145
1521.MZ.31a.s.8.1.sequences,90,242220,165347,170726,233099,90847
1521.MZ.26b.s.8.1.sequences,90,162363,106385,108270,155857,63122
1521.MZ.26a.s.8.1.sequences,90,223770,132809,141743,213969,74229
1521.MZ.23b.blank.s.8.1.sequences,90,59782,43443,43745,57806,29799
1521.MZ.23a.blank.s.8.1.sequences,90,103601,86098,86496,99244,58875
1521.MZ.22b.blank.s.8.1.sequences,90,113340,91677,92854,110860,62195
1521.MZ.22a.blank.s.8.1.sequences,90,259300,189737,192266,244390,105950
1521.MZ.15b.s.8.1.sequences,90,187892,163931,165908,183547,118464
1521.MZ.15a.s.8.1.sequences,90,288749,204205,208582,282077,116903
1521.MZ.11b.s.8.1.sequences,90,81701,21964,22328,76401,14490
1521.MZ.103b.s.8.1.sequences,90,73707,37074,38025,70411,26698
1521.MZ.103a.s.8.1.sequences,90,203719,122771,125351,194333,77957
1521.MZ.101b.s.8.1.sequences,90,155822,52144,52731,146563,35522
1521.MZ.101a.s.8.1.sequences,90,184723,112378,114214,178112,68660
1521.Mayv.W5.s.8.1.sequences,90,83749,59606,62164,80451,40341
1521.Mayv.W2.s.8.1.sequences,90,107196,87317,93134,105146,59945
1521.Mayv.2.s.8.1.sequences,90,77245,58597,59895,76156,40241
1521.F3.s.8.1.sequences,90,122640,52241,54234,121577,28264
1521.F2.s.8.1.sequences,90,475769,451068,455573,472414,342557
1521.F1.s.8.1.sequences,90,83979,72725,73550,82927,56417
1521.Det.W7.s.8.1.sequences,90,32890,16061,16239,31102,12389
1521.Det.W6.s.8.1.sequences,90,36989,17298,18241,35501,13674
1521.Det.4.s.8.1.sequences,90,203628,113677,114385,201058,74630
1521.Det.2.s.8.1.sequences,90,286612,173475,174943,284706,110857
1521.Det.1.s.8.1.sequences,90,138489,42717,46459,136774,31489
1521.Cle.W3.s.8.1.sequences,90,99996,63137,65904,96319,37573
1521.Cle.W2.s.8.1.sequences,90,135144,97912,101161,131429,60089
1521.Cle.W1.s.8.1.sequences,90,116826,92101,96018,114520,53128
1521.Cle.4.s.8.1.sequences,90,67047,23772,24643,64683,14147
1521.Cle.3.s.8.1.sequences,90,43460,11350,11543,41041,7650
1521.Cle.1.s.8.1.sequences,90,79455,43303,44446,78755,32733
1521.Chi.W3.s.8.1.sequences,90,54791,38421,40371,52263,27097
1521.Chi.W2.s.8.1.sequences,90,151239,125886,133150,148111,82027
1521.Chi.W1.s.8.1.sequences,90,157540,129188,133870,155774,91692
1521.Chi.4.s.8.1.sequences,90,94518,52497,54774,91048,34894
1521.Chi.2.s.8.1.sequences,90,61060,18516,21464,57528,11444
1521.Chi.1.s.8.1.sequences,90,61235,11716,13324,56058,7089
1521.C3.s.8.1.sequences,90,49375,28838,29267,48355,16198
1521.C2.s.8.1.sequences,90,131126,84025,85366,124403,49838
1521.C1.s.8.1.sequences,90,27638,20764,20924,27040,15090
1521.AG3.s.8.1.sequences,90,123514,79908,81007,121453,30324
1521.AG2.s.8.1.sequences,90,174539,142023,143824,172338,22864
1521.AG1.s.8.1.sequences,90,138033,92483,95919,134205,42267
1521.EB044.s.6.1.sequences,90,105962,76454,80143,97402,44718
1521.92.W.s.6.1.sequences,90,175671,91562,96974,154726,74364
1521.91.W.s.6.1.sequences,90,204196,127957,134793,199732,105839
1521.87.W.s.6.1.sequences,90,176006,96866,103151,165558,92799
1521.76.W.s.6.1.sequences,90,97462,42898,46519,87284,43471
1521.330.3.s.7.1.sequences,90,29194,21317,22323,28618,17181
1521.231.7.s.7.1.sequences,90,26866,18781,19422,26320,15977
1521.231.1.1.s.7.1.sequences,90,49256,31126,32389,47940,26979
1521.35.W.s.6.1.sequences,90,153143,79088,84167,143187,72925
1521.34.W.s.6.1.sequences,90,147582,45638,54058,135114,61592
1526.Stillton10R1,101,145640,116558,118714,143242,63444
1526.Stillton3R1,101,169078,150316,152099,165924,78623
1526.Stillton7R3,101,203711,143069,146861,190392,78919
1578.A2.low.16to0.2,100,84009,67269,70309,83000,53835
1578.A2.low0.36to0.40,100,48935,36654,37500,48296,32196
1578.O3.low0.26to0.30,100,73864,58067,60577,72972,49582
1579.J.2.15,100,73111,56502,61680,71614,41288
1579.WM.Cow,100,50989,43777,44640,48747,27541
1579.M.1.0,100,91783,73622,75709,89639,49252
1579.M.3.0,100,93288,77822,80084,90839,50999
1580.1C.sed.D1,100,99045,79430,83903,96379,58870
1580.1CA.sed.D1,100,46089,36522,38657,45576,28866
1580.1CB.sed.D1,100,75329,59560,62758,73307,44377
1580.2CA.sed.D1,100,92678,66715,69603,88787,48708
1580.2CB.sed.D1,100,94640,72734,75022,89858,48276
1580.A23.number1.filt.D1,100,62854,57416,59226,62495,30713
1580.A23.number2.filt.D1,100,64996,59637,61447,64635,31446
1580.A23.1.sed.D1,100,93183,78933,83532,91732,48864
1580.A23.2.sed.D1,100,92020,72844,79780,90394,50275
1580.BBA.number1.filt.,100,79090,68836,71749,76537,48832
1580.BBA.number2.filt.,100,72771,63759,66290,70563,44999
1580.BBB.number1.filt.,100,75207,66793,68939,73161,46774
1580.BBB.number2.filt.,100,63550,55825,57771,61649,39354
1580.P20.A.filt.,100,88728,52192,59209,87509,51321
1580.P20.B.filt.,100,81884,44783,73270,80861,50015
1580.P20.C.filt.,100,61469,35082,54850,60622,37441
1580.TtA.sed.D1,100,83877,51455,54317,77827,32031
1580.TtB.sed.D1,100,86584,51693,55467,80424,30674
1580.TtC.sed.D1,100,88563,53936,57742,82957,33534
1580.WPA.filt.,100,74201,63754,65451,72848,47844
1580.WPA.sed.D1,100,93055,55056,60835,90638,51754
1580.WPB.filt.,100,70472,63072,64361,69552,48463
1580.WPB.sed.D1,100,99456,40097,46509,97169,55671
1580.WPC.filt.,100,75781,65515,66812,74789,50138
1580.WPC.sed.D1,100,105546,61924,68235,103117,58275
1621.C8810,100,175659,134787,139303,167308,75925
1621.K8783,100,91272,76031,77350,90568,44767
1621.U8783,100,159513,130670,134842,158079,79945
1621.R8866,100,158668,136214,138535,157645,79901
1621.V8827,100,147642,124317,127265,146509,74031
1621.F8839,100,165013,143743,145871,163391,86589
1621.P8866,100,215690,188614,190235,214467,113032
1621.F8810,100,161540,133834,137584,159835,75069
1622.DP.15.16A.1,100,75543,68885,69713,74989,50807
1622.DP.2.3A.2,100,85666,64324,67407,83937,49576
1622.UPMain.128.129B,100,84411,72372,74206,83667,57196
1622.UPMain.124.125A,100,101221,45416,57150,100103,56909
1622.UPMain.123.124A,100,90564,42146,52804,89526,50060
1622.UPMain.108.109A,100,93794,40471,52075,92975,51866
1622.UPMain.106.107A,100,89638,39338,50861,88860,48961
1622.UPMain.102.103A,100,99272,44584,55940,98499,54223
1622.UPMain.99.100,100,86398,37058,46462,85635,48636
1622.UPMain.92.93,100,99788,43824,55428,98876,53675
1622.UPMain.88.89,100,97875,42820,52519,96936,51380
1622.UPMain.87.88,100,98077,43730,55567,97273,53002
1622.UPMain.76.77,100,56548,25852,31644,55908,29855
1622.UPMain.71.72,100,84149,39591,47160,83301,43545
1622.UPMain.67.68,100,72847,33554,40787,72292,39186
1622.UPMain.35.36A,100,113226,58723,65636,111140,55269
1622.UPMain.25.26,100,99962,55542,61822,98425,51635
1622.UPMain.10.11A,100,105907,70796,74944,103847,51761
1622.UPSub.90.91,100,98084,43901,55679,97244,52956
1622.UPSub.80.81,100,96994,43978,54713,96232,53459
1622.UPSub.72.73,100,92394,41298,51614,91600,49870
1622.UPSub.60.61,100,90607,41651,51580,89763,48822
1622.UPSub.55.56,100,112267,48581,60645,111133,59473
1622.PP.112.113B,100,83607,77766,79145,83018,62313
1622.PP.101.102A,100,95995,81995,84573,94888,63227
1622.PP.91.92A,100,23618,21219,21772,23464,17129
1622.PP.71.72B,100,87015,73715,73958,86424,60882
1622.PP.71.72A,100,110548,77122,82019,108266,61398
1622.PP.51.52B,100,96814,89164,89993,95879,69494
1622.PP.31.32A,100,89766,50165,57597,88887,52348
1622.PP.21.22B,100,96091,86886,88179,95219,67628
1622.DP.101.102A.1,100,66714,56435,58323,65878,44596
1622.DP.91.92A.2,100,92858,51023,61041,91994,51819
1622.DP.41.42A.1,100,76566,66229,67445,75883,53394
1622.UPSub.36.37,100,58024,26615,31274,57449,30746
1622.UPSub.28.29,100,113229,52835,61494,111775,56848
1627.AWC,100,84883,63698,66217,83363,58289
1627.AYC,100,39928,32887,33733,39336,29966
1627.BGC,100,100208,86570,87159,97505,66737
1627.BRZC,100,53560,43319,45871,52388,40748
1627.DRBC,100,88587,64675,65634,85912,60137
1627.DZC,100,53821,45903,46387,52969,33983
1627.DC,100,49821,43476,43527,48973,37489
1627.GZC,100,91759,67328,69036,89795,64339
1627.KZC1,100,79906,65414,68994,77876,51850
1627.KZC2,100,91321,78056,81023,88915,58880
1627.LBC1,100,88377,71868,74480,85293,60269
1627.LC,100,79299,72498,73349,77587,52904
1627.LMC,100,87939,75977,77385,85695,57041
1627.RBC,100,95602,68323,72225,93719,60752
1627.RWC,100,78263,62674,65284,75612,44451
1627.SMXC,100,79170,60620,64256,76826,50935
1627.ZCCK1,100,91743,79125,81722,88988,52365
1627.ZCCK3,100,82624,68413,69650,79244,48873
1632.E3F11.r.EMPbird.v4.NoIndex.L001,100,101292,96138,96258,100828,74130
1632.E3E06.r.EMPbird.v4.NoIndex.L001,100,87010,81963,82175,86680,60582
1632.E3C12.r.EMPbird.v4.NoIndex.L001,100,93009,86903,88748,92660,65025
1632.E1F07.r.EMPbird.v4.NoIndex.L001,100,25954,12055,12298,23828,9661
1632.E1F01.r.EMPbird.v4.NoIndex.L001,100,91375,72421,72584,88255,54088
1632.E2B12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,100,94101,90830,90568,93971,69892
1632.E2B01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,100,75312,73724,73955,75155,59998
1632.E6A06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,100,122720,116555,118181,122521,89295
1632.E5H06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,100,114245,109112,109288,114050,94447
1632.E5E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,100,144984,132034,132827,144776,98583
1632.E5E01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,100,132316,118722,119568,131447,87743
1632.E4H01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,100,129462,120857,121141,129294,94751
1632.E4G02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,100,106936,100318,100649,106788,74065
1642.MS00584,100,149378,104629,109969,147084,64643
1642.MS00581,100,117969,82816,86816,115832,52125
1642.MS00580,100,142782,104785,109108,141141,61205
1642.MS00569,100,162120,117916,122757,159631,67663
1642.MS00567,100,139601,101727,106020,137965,60603
1642.MS00559,100,156422,114698,119312,154469,66614
1642.MS00556,100,141844,102943,107458,139768,60507
1642.MS00554,100,127016,92788,97022,125317,53193
1642.MS00551,100,146501,108693,112530,144549,65356
1642.MS00546,100,137861,103376,107190,135686,59828
1642.MS00545,100,123993,94207,97560,122749,54995
1642.MS00543,100,142245,101984,107667,140385,62327
1642.MS00541,100,56920,38936,40497,55958,24136
1642.MS00535,100,167461,126033,131071,165328,73681
1642.MS00532,100,117090,85962,89567,115563,50050
1642.MS00531,100,157433,113144,117976,155423,70226
1642.MS00526,100,121117,87052,91041,119401,50984
1642.MS00522,100,141261,99949,103921,139160,57554
1642.MS00512,100,127850,94941,98727,126396,55642
1642.MS00506,100,159178,116401,120778,157051,67446
1642.MS00496,100,146175,108367,112966,144309,63056
1642.MS00495,100,138926,102593,106837,137233,60054
1642.MS00488,100,137074,99258,103320,135105,58894
1642.MS00475,100,85464,39057,40510,81828,23212
1642.MS00471,100,143680,109042,113323,141955,60277
1642.MS00466,100,83192,64042,66502,82247,38068
1642.MS00456,100,69996,51526,53497,68928,31580
1642.MS00454,100,98252,73410,76302,97052,43850
1642.MS00453,100,71228,49196,51197,70041,30859
1642.MS00452,100,66549,36187,37690,64082,21419
1642.MS00450,100,90452,65358,68294,89261,39443
1642.MS00449,100,144717,107945,112025,142808,59535
1642.MS00448,100,133025,97921,101836,131251,55010
1642.MS00445,100,161517,117888,122578,158502,67528
1642.MS00436,100,144806,109112,113501,142906,59087
1642.MS00424,100,131514,100718,104642,129802,54976
1642.MS00420,100,134439,97562,101329,132427,53486
1642.MS00418,100,123715,92658,96497,122195,51053
1642.MS00414,100,99889,74967,77988,98592,41965
1642.MS00405,100,134509,101656,105596,132800,56426
1642.MS00400,100,148583,108260,112300,146436,60691
1642.MS00391,100,190107,145444,150654,187628,79984
1642.MS00379,100,175930,135462,140302,173987,71379
1642.MS00378,100,53482,43587,44812,52937,23390
1642.MS00332,100,117596,95077,97618,116273,50552
1642.MS00330,100,27453,23655,23889,27166,17700
1642.MS00329,100,82648,71527,71961,81769,53180
1642.MS00328,100,71527,61294,61708,70796,45383
1642.MS00327,100,71334,60228,60857,70536,44989
1642.MS00326,100,84318,72689,73897,82873,51524
1642.MS00325,100,138454,114205,115290,135305,84664
1642.MS00324,100,93892,69435,70314,87912,51608
1642.MS00323,100,96227,78124,79105,94491,58079
1642.MS00322,100,99697,83474,84362,98412,62448
1642.MS00321,100,86639,72740,73480,85066,54043
1642.MS00300,100,161255,113887,119294,157934,67839
1642.MS00640,100,109330,78039,81688,107603,47601
1642.MS00639,100,130036,95028,99234,128045,55567
1642.MS00638,100,103216,67580,70197,100708,39406
1642.MS00635,100,104285,72781,76446,101771,45377
1642.MS00630,100,123786,90760,94717,122058,53781
1642.MS00623,100,142484,102606,107357,140397,61198
1642.MS00621,100,138089,99697,104215,136238,60391
1642.MS00602,100,176599,127029,132955,173999,74454
1642.MS00593,100,107888,76554,79900,106559,48427
1642.MS00592,100,118544,85549,89420,117096,51887
1642.MS00591,100,108430,80424,83724,106365,45315
1642.MS00259,100,120200,88817,92712,118619,52866
1642.MS00151,100,147984,109157,113612,145952,64142
1642.MS00368,100,109576,91636,94204,107825,48538
1642.MS00363,100,143014,115084,118274,141407,58726
1642.MS00354,100,37038,31298,32070,36723,17015
1642.MS00345,100,120529,101866,104515,119367,60837
1642.MS00023,100,236357,182144,189151,232851,95816
1665.CCS2011.007,100,109536,56189,57562,75828,43757
1665.CCS2012.006,100,47423,20756,20878,32629,17020
1665.flipper.tag.23,100,69317,21239,21169,57895,19226
1665.flipper.tag.29,100,93835,38904,38871,64255,32615
1665.flipper.tag.40,100,294538,278158,278426,283809,209303
1665.flipper.tag.44,100,149930,27393,27408,138490,19215
1665.IFAW11.023Dd,100,95296,80369,78300,92823,66603
1665.IFAW11.263Ba,100,321463,309858,309787,318717,212538
1665.IFAW11.306Dd,100,76987,22695,22593,46880,18012
1665.IFAW11.51La,100,215832,147585,147229,185559,114854
1665.JMA2012AUG17.03,100,96761,14655,14920,27710,10518
1665.JMA2012AUG20.01,100,179209,11133,11157,141479,8148
1665.RWB2011OCT25.02,100,148013,12445,12467,94105,9024
1673.MBS61,151,98949,86938,87003,98181,73288
1673.MBS65.1,151,38032,34930,35282,37565,25980
1673.MBS65.3,151,120900,73631,37499,120395,96578
1673.MBS65.4,151,121354,112883,112933,120814,95967
1673.MBS1.1,151,139457,15019,15212,138380,29217
1673.MBS2,151,126347,25020,25527,125674,40351
1673.MBS105.3,151,120489,58934,56244,119809,85509
1673.MBS105.4,151,76305,34500,32708,75837,41731
1673.MBS119.4D,151,88706,20405,20678,88067,39944
1673.MBS119.3DY,151,62844,60938,61001,62647,53387
1673.MBS119.4DY,151,143222,38185,37426,142289,81340
1673.MBS0428.1,151,148512,29083,31019,147095,41748
1673.MBS0428.5,151,114558,58030,60500,113936,83413
1673.MBS0613.3,151,155314,14259,14901,154194,35092
1673.MBS0613.4,151,142124,10845,13216,140364,28120
1674.McG.F110714Jr5H1,151,22145,13276,14386,20221,11627
1674.McG.F110714Jr5H5,151,21789,13948,15193,20038,11136
1674.McG.P110714Hi2,151,18957,13236,14589,17958,10588
1692.Soil.BE.PolygonB.Medium.Rim.08.11.2012,100,59495,45537,48559,57291,31848
1692.Biofilm.A.DC.1.C.2012,100,71398,55463,57796,70439,39049
1692.Biofilm.B.E2.2.W.2012,100,217484,165902,172976,215226,117423
1694.St5F11.Pmoss.Jstar.16s.NoIndex.sequences,100,102144,92265,92938,101040,53727
1694.St5C6.Pmoss.Jstar.16s.NoIndex.sequences,100,42464,37016,37292,42002,24093
1694.St4C2.Pmoss.Jstar.16s.NoIndex.sequences,100,252867,246511,246845,252529,191402
1694.St4C1.Pmoss.Jstar.16s.NoIndex.sequences,100,52747,46340,46643,52309,33663
1694.St3C1.Pmoss.Jstar.16s.NoIndex.sequences,100,82796,65571,70819,81478,35571
1694.St3A6.r.EMPbird.v4.NoIndex.L001,100,112092,102710,102365,111787,85755
1694.St2G4.Pmoss.Jstar.16s.NoIndex.sequences,100,212303,104262,104826,210671,68553
1694.St2F7.Pmoss.Jstar.16s.NoIndex.sequences,100,98845,92310,93168,98666,72067
1694.St2E5.Pmoss.Jstar.16s.NoIndex.sequences,100,122882,102923,104132,121759,64969
1694.St2B6.Pmoss.Jstar.16s.NoIndex.sequences,100,85119,66374,67280,84606,46189
